schemaVersion,recordType,productName,productWebsite,startupName,startupWebsite,matchStatus,confidenceScore,matchMethod,matchReason,startupSourceUrl,mappedAt
1.0,ENTITY_MAPPING,ZOOOP,https://zooop.ai,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:14.227987+00:00
1.0,ENTITY_MAPPING,AgentOps,https://agentops.ai,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:14.298407+00:00
1.0,ENTITY_MAPPING,AIPRM,https://aiprm.com,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:14.370817+00:00
1.0,ENTITY_MAPPING,Alli AI,https://alliai.com,Automat,https://www.getlassoai.com/,MATCHED,80,description_company,Startup name explicitly mentioned in product description,https://www.ycombinator.com/companies/automat,2026-09-06T04:43:14.444395+00:00
1.0,ENTITY_MAPPING,Amplemarket,https://amplemarket.com,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:14.520167+00:00
1.0,ENTITY_MAPPING,Anyscale,https://anyscale.com,&AI,https://www.tryandai.com/,MATCHED,80,description_company,Startup name explicitly mentioned in product description,https://www.ycombinator.com/companies/ai-2,2026-09-06T04:43:14.587886+00:00
1.0,ENTITY_MAPPING,Arcade,https://arcade.software,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:14.655519+00:00
1.0,ENTITY_MAPPING,Baseten,https://baseten.co,&AI,https://www.tryandai.com/,MATCHED,80,description_company,Startup name explicitly mentioned in product description,https://www.ycombinator.com/companies/ai-2,2026-09-06T04:43:14.725349+00:00
1.0,ENTITY_MAPPING,BentoML,https://bentoml.com,&AI,https://www.tryandai.com/,MATCHED,80,description_company,Startup name explicitly mentioned in product description,https://www.ycombinator.com/companies/ai-2,2026-09-06T04:43:14.792988+00:00
1.0,ENTITY_MAPPING,Bloomfire,https://bloomfire.com,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:14.860922+00:00
1.0,ENTITY_MAPPING,C3.ai,https://c3.ai,&AI,https://www.tryandai.com/,MATCHED,80,description_company,Startup name explicitly mentioned in product description,https://www.ycombinator.com/companies/ai-2,2026-09-06T04:43:14.930144+00:00
1.0,ENTITY_MAPPING,Cal.com,https://cal.com,Chert,https://cal.com/team/chert/chert-call,MATCHED,100,exact_domain,Exact product/startup domain match,https://www.ycombinator.com/companies/chert,2026-09-06T04:43:14.999146+00:00
1.0,ENTITY_MAPPING,ChurnZero,https://churnzero.com,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:15.072521+00:00
1.0,ENTITY_MAPPING,Cognism,https://cognism.com,,,UNRESOLVED,0,unresolved,No candidate startup found from available evidence,,2026-09-06T04:43:15.141917+00:00
1.0,ENTITY_MAPPING,ConvertKit,https://convertkit.com,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:15.211250+00:00
1.0,ENTITY_MAPPING,Cutout.Pro,https://cutout.pro,&AI,https://www.tryandai.com/,MATCHED,80,description_company,Startup name explicitly mentioned in product description,https://www.ycombinator.com/companies/ai-2,2026-09-06T04:43:15.281292+00:00
1.0,ENTITY_MAPPING,Databricks,https://databricks.com,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:15.352389+00:00
1.0,ENTITY_MAPPING,DataStax,https://datastax.com,&AI,https://www.tryandai.com/,MATCHED,80,description_company,Startup name explicitly mentioned in product description,https://www.ycombinator.com/companies/ai-2,2026-09-06T04:43:15.425411+00:00
1.0,ENTITY_MAPPING,DeepInfra,https://deepinfra.com,&AI,https://www.tryandai.com/,MATCHED,80,description_company,Startup name explicitly mentioned in product description,https://www.ycombinator.com/companies/ai-2,2026-09-06T04:43:15.500213+00:00
1.0,ENTITY_MAPPING,Eden AI,https://edenai.run,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:15.587960+00:00
1.0,ENTITY_MAPPING,Enhancv,https://enhancv.com,&AI,https://www.tryandai.com/,MATCHED,80,description_company,Startup name explicitly mentioned in product description,https://www.ycombinator.com/companies/ai-2,2026-09-06T04:43:15.699158+00:00
1.0,ENTITY_MAPPING,Firecrawl,https://firecrawl.dev,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:15.791053+00:00
1.0,ENTITY_MAPPING,Gainsight,https://gainsight.com,&AI,https://www.tryandai.com/,MATCHED,80,description_company,Startup name explicitly mentioned in product description,https://www.ycombinator.com/companies/ai-2,2026-09-06T04:43:15.865184+00:00
1.0,ENTITY_MAPPING,Gencraft,https://gencraft.com,&AI,https://www.tryandai.com/,MATCHED,80,description_company,Startup name explicitly mentioned in product description,https://www.ycombinator.com/companies/ai-2,2026-09-06T04:43:15.939601+00:00
1.0,ENTITY_MAPPING,Genmo,https://genmo.ai,&AI,https://www.tryandai.com/,MATCHED,80,description_company,Startup name explicitly mentioned in product description,https://www.ycombinator.com/companies/ai-2,2026-09-06T04:43:16.011490+00:00
1.0,ENTITY_MAPPING,GetResponse,https://getresponse.com,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:16.083665+00:00
1.0,ENTITY_MAPPING,Glassbox,https://glassbox.com,&AI,https://www.tryandai.com/,MATCHED,80,description_company,Startup name explicitly mentioned in product description,https://www.ycombinator.com/companies/ai-2,2026-09-06T04:43:16.155229+00:00
1.0,ENTITY_MAPPING,Haystack,https://haystack.deepset.ai,&AI,https://www.tryandai.com/,MATCHED,80,description_company,Startup name explicitly mentioned in product description,https://www.ycombinator.com/companies/ai-2,2026-09-06T04:43:16.225949+00:00
1.0,ENTITY_MAPPING,Hex,https://hex.tech,&AI,https://www.tryandai.com/,MATCHED,80,description_company,Startup name explicitly mentioned in product description,https://www.ycombinator.com/companies/ai-2,2026-09-06T04:43:16.296962+00:00
1.0,ENTITY_MAPPING,Higgsfield AI,https://higgsfield.ai,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:16.366663+00:00
1.0,ENTITY_MAPPING,Highspot,https://highspot.com,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:16.436133+00:00
1.0,ENTITY_MAPPING,Hocoos,https://hocoos.com,&AI,https://www.tryandai.com/,MATCHED,80,description_company,Startup name explicitly mentioned in product description,https://www.ycombinator.com/companies/ai-2,2026-09-06T04:43:16.507721+00:00
1.0,ENTITY_MAPPING,Hour One,https://hourone.ai,&AI,https://www.tryandai.com/,MATCHED,80,description_company,Startup name explicitly mentioned in product description,https://www.ycombinator.com/companies/ai-2,2026-09-06T04:43:16.578276+00:00
1.0,ENTITY_MAPPING,Huntr,https://huntr.co,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:16.650453+00:00
1.0,ENTITY_MAPPING,Instapage,https://instapage.com,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:16.720634+00:00
1.0,ENTITY_MAPPING,Jobscan,https://jobscan.co,&AI,https://www.tryandai.com/,MATCHED,80,description_company,Startup name explicitly mentioned in product description,https://www.ycombinator.com/companies/ai-2,2026-09-06T04:43:16.790858+00:00
1.0,ENTITY_MAPPING,Kaspr,https://kaspr.io,&AI,https://www.tryandai.com/,MATCHED,80,description_company,Startup name explicitly mentioned in product description,https://www.ycombinator.com/companies/ai-2,2026-09-06T04:43:16.861468+00:00
1.0,ENTITY_MAPPING,Keyword Insights,https://keywordinsights.ai,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:16.931729+00:00
1.0,ENTITY_MAPPING,Kommunicate,https://kommunicate.io,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:17.009352+00:00
1.0,ENTITY_MAPPING,Landbot,https://landbot.io,Andi,https://AndiAI.com,MATCHED,80,description_company,Startup name explicitly mentioned in product description,https://www.ycombinator.com/companies/andi,2026-09-06T04:43:17.079377+00:00
1.0,ENTITY_MAPPING,Laxis,https://laxis.com,&AI,https://www.tryandai.com/,MATCHED,80,description_company,Startup name explicitly mentioned in product description,https://www.ycombinator.com/companies/ai-2,2026-09-06T04:43:17.150971+00:00
1.0,ENTITY_MAPPING,Let's Enhance,https://letsenhance.io,&AI,https://www.tryandai.com/,MATCHED,80,description_company,Startup name explicitly mentioned in product description,https://www.ycombinator.com/companies/ai-2,2026-09-06T04:43:17.222150+00:00
1.0,ENTITY_MAPPING,Letta,https://letta.com,&AI,https://www.tryandai.com/,MATCHED,80,description_company,Startup name explicitly mentioned in product description,https://www.ycombinator.com/companies/ai-2,2026-09-06T04:43:17.291626+00:00
1.0,ENTITY_MAPPING,Lifesum,https://lifesum.com,&AI,https://www.tryandai.com/,MATCHED,80,description_company,Startup name explicitly mentioned in product description,https://www.ycombinator.com/companies/ai-2,2026-09-06T04:43:17.362493+00:00
1.0,ENTITY_MAPPING,Lindy,https://lindy.ai,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:17.434336+00:00
1.0,ENTITY_MAPPING,Lusha,https://lusha.com,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:17.504560+00:00
1.0,ENTITY_MAPPING,Magic Patterns,https://magicpatterns.com,&AI,https://www.tryandai.com/,MATCHED,80,description_company,Startup name explicitly mentioned in product description,https://www.ycombinator.com/companies/ai-2,2026-09-06T04:43:17.575130+00:00
1.0,ENTITY_MAPPING,Magnific AI,https://magnific.ai,&AI,https://www.tryandai.com/,MATCHED,80,description_company,Startup name explicitly mentioned in product description,https://www.ycombinator.com/companies/ai-2,2026-09-06T04:43:17.646841+00:00
1.0,ENTITY_MAPPING,Mailchimp,https://mailchimp.com,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:17.717672+00:00
1.0,ENTITY_MAPPING,MailerLite,https://mailerlite.com,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:17.789342+00:00
1.0,ENTITY_MAPPING,ManyChat,https://manychat.com,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:17.858621+00:00
1.0,ENTITY_MAPPING,Marketinguys,https://marketinguys.com,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:17.948766+00:00
1.0,ENTITY_MAPPING,memoQ,https://memoq.com,&AI,https://www.tryandai.com/,MATCHED,80,description_company,Startup name explicitly mentioned in product description,https://www.ycombinator.com/companies/ai-2,2026-09-06T04:43:18.025216+00:00
1.0,ENTITY_MAPPING,Minimax,https://minimax.io,&AI,https://www.tryandai.com/,MATCHED,80,description_company,Startup name explicitly mentioned in product description,https://www.ycombinator.com/companies/ai-2,2026-09-06T04:43:18.095830+00:00
1.0,ENTITY_MAPPING,MLflow,https://mlflow.org,,,UNRESOLVED,0,unresolved,No candidate startup found from available evidence,,2026-09-06T04:43:18.167453+00:00
1.0,ENTITY_MAPPING,Moonvalley,https://moonvalley.ai,&AI,https://www.tryandai.com/,MATCHED,80,description_company,Startup name explicitly mentioned in product description,https://www.ycombinator.com/companies/ai-2,2026-09-06T04:43:18.238017+00:00
1.0,ENTITY_MAPPING,MotherDuck,https://motherduck.com,&AI,https://www.tryandai.com/,MATCHED,80,description_company,Startup name explicitly mentioned in product description,https://www.ycombinator.com/companies/ai-2,2026-09-06T04:43:18.310025+00:00
1.0,ENTITY_MAPPING,Movio,https://www.movio.la,&AI,https://www.tryandai.com/,MATCHED,80,description_company,Startup name explicitly mentioned in product description,https://www.ycombinator.com/companies/ai-2,2026-09-06T04:43:18.380184+00:00
1.0,ENTITY_MAPPING,Navattic,https://navattic.com,Ark,http://ark.com,MATCHED,80,description_company,Startup name explicitly mentioned in product description,https://www.ycombinator.com/companies/ark,2026-09-06T04:43:18.450122+00:00
1.0,ENTITY_MAPPING,Neets AI,https://neets.ai,Able,https://ablejobs.co/,MATCHED,80,description_company,Startup name explicitly mentioned in product description,https://www.ycombinator.com/companies/able,2026-09-06T04:43:18.519418+00:00
1.0,ENTITY_MAPPING,Neon,https://neon.tech,&AI,https://www.tryandai.com/,MATCHED,80,description_company,Startup name explicitly mentioned in product description,https://www.ycombinator.com/companies/ai-2,2026-09-06T04:43:18.589736+00:00
1.0,ENTITY_MAPPING,Pachama,https://pachama.com,&AI,https://www.tryandai.com/,MATCHED,80,description_company,Startup name explicitly mentioned in product description,https://www.ycombinator.com/companies/ai-2,2026-09-06T04:43:18.660165+00:00
1.0,ENTITY_MAPPING,Palette.fm,https://palette.fm,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:18.729762+00:00
1.0,ENTITY_MAPPING,Patch,https://patch.io,Ark,http://ark.com,MATCHED,80,description_company,Startup name explicitly mentioned in product description,https://www.ycombinator.com/companies/ark,2026-09-06T04:43:18.799554+00:00
1.0,ENTITY_MAPPING,PDF.ai,https://pdf.ai,&AI,https://www.tryandai.com/,MATCHED,80,description_company,Startup name explicitly mentioned in product description,https://www.ycombinator.com/companies/ai-2,2026-09-06T04:43:18.870426+00:00
1.0,ENTITY_MAPPING,Perplexity Pro,https://perplexity.ai/pro,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:18.942681+00:00
1.0,ENTITY_MAPPING,Phrasee,https://phrasee.co,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:19.016612+00:00
1.0,ENTITY_MAPPING,Planable,https://planable.io,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:19.090292+00:00
1.0,ENTITY_MAPPING,Prome AI,https://promeai.pro,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:19.162052+00:00
1.0,ENTITY_MAPPING,Promptfoo,https://promptfoo.dev,,,UNRESOLVED,0,unresolved,No candidate startup found from available evidence,,2026-09-06T04:43:19.232093+00:00
1.0,ENTITY_MAPPING,Ragas,https://ragas.io,,,UNRESOLVED,0,unresolved,No candidate startup found from available evidence,,2026-09-06T04:43:19.301098+00:00
1.0,ENTITY_MAPPING,Render,https://render.com,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:19.371516+00:00
1.0,ENTITY_MAPPING,Rewatch,https://rewatch.com,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:19.442997+00:00
1.0,ENTITY_MAPPING,SambaNova,https://sambanova.ai,&AI,https://www.tryandai.com/,MATCHED,80,description_company,Startup name explicitly mentioned in product description,https://www.ycombinator.com/companies/ai-2,2026-09-06T04:43:19.514602+00:00
1.0,ENTITY_MAPPING,ScrapeGraph AI,https://scrapegraphai.com,&AI,https://www.tryandai.com/,MATCHED,80,description_company,Startup name explicitly mentioned in product description,https://www.ycombinator.com/companies/ai-2,2026-09-06T04:43:19.585824+00:00
1.0,ENTITY_MAPPING,Seamless AI,https://seamless.ai,Andco,http://www.useandco.com,MATCHED,80,description_company,Startup name explicitly mentioned in product description,https://www.ycombinator.com/companies/andco,2026-09-06T04:43:19.656344+00:00
1.0,ENTITY_MAPPING,Seismic,https://seismic.com,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:19.726417+00:00
1.0,ENTITY_MAPPING,Showpad,https://showpad.com,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:19.797217+00:00
1.0,ENTITY_MAPPING,Smartling,https://smartling.com,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:19.868050+00:00
1.0,ENTITY_MAPPING,Snowflake,https://snowflake.com,&AI,https://www.tryandai.com/,MATCHED,80,description_company,Startup name explicitly mentioned in product description,https://www.ycombinator.com/companies/ai-2,2026-09-06T04:43:19.939870+00:00
1.0,ENTITY_MAPPING,Soundful,https://soundful.com,&AI,https://www.tryandai.com/,MATCHED,80,description_company,Startup name explicitly mentioned in product description,https://www.ycombinator.com/companies/ai-2,2026-09-06T04:43:20.010546+00:00
1.0,ENTITY_MAPPING,Sprinklr,https://sprinklr.com,&AI,https://www.tryandai.com/,MATCHED,80,description_company,Startup name explicitly mentioned in product description,https://www.ycombinator.com/companies/ai-2,2026-09-06T04:43:20.081304+00:00
1.0,ENTITY_MAPPING,Stack AI,https://stack-ai.com,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:20.150720+00:00
1.0,ENTITY_MAPPING,Stockcake,https://stockcake.com,&AI,https://www.tryandai.com/,MATCHED,80,description_company,Startup name explicitly mentioned in product description,https://www.ycombinator.com/companies/ai-2,2026-09-06T04:43:20.221987+00:00
1.0,ENTITY_MAPPING,Supademo,https://supademo.com,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:20.291377+00:00
1.0,ENTITY_MAPPING,Sylvera,https://sylvera.com,&AI,https://www.tryandai.com/,MATCHED,80,description_company,Startup name explicitly mentioned in product description,https://www.ycombinator.com/companies/ai-2,2026-09-06T04:43:20.364174+00:00
1.0,ENTITY_MAPPING,SYSTRAN,https://systrangroup.com,,,UNRESOLVED,0,unresolved,No candidate startup found from available evidence,,2026-09-06T04:43:20.435196+00:00
1.0,ENTITY_MAPPING,Talkwalker,https://talkwalker.com,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:20.505968+00:00
1.0,ENTITY_MAPPING,Teal,https://tealhq.com,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:20.577849+00:00
1.0,ENTITY_MAPPING,Totango,https://totango.com,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:20.700024+00:00
1.0,ENTITY_MAPPING,Transifex,https://transifex.com,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:20.783658+00:00
1.0,ENTITY_MAPPING,Transistor,https://transistor.fm,,,UNRESOLVED,0,unresolved,No candidate startup found from available evidence,,2026-09-06T04:43:20.859594+00:00
1.0,ENTITY_MAPPING,Turso,https://turso.tech,Close,https://close.com,MATCHED,80,description_company,Startup name explicitly mentioned in product description,https://www.ycombinator.com/companies/close,2026-09-06T04:43:20.934827+00:00
1.0,ENTITY_MAPPING,Typeform,https://typeform.com,&AI,https://www.tryandai.com/,MATCHED,80,description_company,Startup name explicitly mentioned in product description,https://www.ycombinator.com/companies/ai-2,2026-09-06T04:43:21.010495+00:00
1.0,ENTITY_MAPPING,Viggle,https://viggle.ai,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:21.086808+00:00
1.0,ENTITY_MAPPING,Vizcom,https://vizcom.ai,&AI,https://www.tryandai.com/,MATCHED,80,description_company,Startup name explicitly mentioned in product description,https://www.ycombinator.com/companies/ai-2,2026-09-06T04:43:21.160064+00:00
1.0,ENTITY_MAPPING,Warmbox,https://warmbox.ai,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:21.234763+00:00
1.0,ENTITY_MAPPING,Writecream,https://writecream.com,&AI,https://www.tryandai.com/,MATCHED,80,description_company,Startup name explicitly mentioned in product description,https://www.ycombinator.com/companies/ai-2,2026-09-06T04:43:21.322888+00:00
1.0,ENTITY_MAPPING,Writer,https://writer.com,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:21.427171+00:00
1.0,ENTITY_MAPPING,Yellow.ai,https://yellow.ai,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:21.503831+00:00
1.0,ENTITY_MAPPING,Zilliz,https://zilliz.com,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:21.579844+00:00
1.0,ENTITY_MAPPING,Zumper,https://zumper.com,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:21.653593+00:00
1.0,ENTITY_MAPPING,GCS Cheats,https://gcscheats.com/,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:21.742554+00:00
1.0,ENTITY_MAPPING,The Audio Stuff,https://theaudiostuff.com,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:21.862140+00:00
1.0,ENTITY_MAPPING,8th Wall,https://www.8thwall.com,Able,https://ablejobs.co/,MATCHED,80,description_company,Startup name explicitly mentioned in product description,https://www.ycombinator.com/companies/able,2026-09-06T04:43:21.940873+00:00
1.0,ENTITY_MAPPING,accessiBe,https://accessibe.com,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:22.017390+00:00
1.0,ENTITY_MAPPING,Adobe Character Animator,https://www.adobe.com/products/character-animator.html,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:22.094805+00:00
1.0,ENTITY_MAPPING,Agiloft,https://www.agiloft.com,&AI,https://www.tryandai.com/,MATCHED,80,description_company,Startup name explicitly mentioned in product description,https://www.ycombinator.com/companies/ai-2,2026-09-06T04:43:22.170493+00:00
1.0,ENTITY_MAPPING,Alchemy,https://www.alchemy.com,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:22.248502+00:00
1.0,ENTITY_MAPPING,Amwell,https://www.amwell.com,COACH,https://www.getcoach.com/,MATCHED,80,description_company,Startup name explicitly mentioned in product description,https://www.ycombinator.com/companies/ai-coach,2026-09-06T04:43:22.325880+00:00
1.0,ENTITY_MAPPING,Appen,https://appen.com,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:22.402858+00:00
1.0,ENTITY_MAPPING,Applitools,https://applitools.com,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:22.481492+00:00
1.0,ENTITY_MAPPING,Arcadia,https://www.arcadia.com,Able,https://ablejobs.co/,MATCHED,80,description_company,Startup name explicitly mentioned in product description,https://www.ycombinator.com/companies/able,2026-09-06T04:43:22.558498+00:00
1.0,ENTITY_MAPPING,ArcGIS,https://www.esri.com/en-us/arcgis/about-arcgis/overview,,,UNRESOLVED,0,unresolved,No candidate startup found from available evidence,,2026-09-06T04:43:22.635067+00:00
1.0,ENTITY_MAPPING,Archbee,https://www.archbee.com,Archbee,https://www.archbee.com,MATCHED,100,exact_domain,Exact product/startup domain match; Product name exactly matches startup name,https://www.ycombinator.com/companies/archbee,2026-09-06T04:43:22.712287+00:00
